index,file,full_path,type,name,start_line,end_line,line_count,class_list,class_count,namespace,class_properties,functions,function_count,class,full_name,security,static,override,return_type,inputs
1798,Question015Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question015Test.cs,class,Question015Test,9.0,80.0,71.0,,,Demo.LearnByDoing.Tests.InterviewCake,"['public', 'class', 'Question015Test']","['public void TestSampleData(int n, int expected)', 'public void TestSampleDataUsingBitnetsFormula(int n, int expected)', 'public static IEnumerable<object[]> GetSampleData()', 'public int GetNthFibUsingBinetsFormula(int n)', 'public int GetNthFib(int n)']",5.0,,,,,,,
1799,Question015Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question015Test.cs,function,TestSampleData,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question015Test,"public void TestSampleData(int n, int expected)",public,False,False,void,"['int n', 'int expected']"
1800,Question015Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question015Test.cs,function,TestSampleDataUsingBitnetsFormula,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question015Test,"public void TestSampleDataUsingBitnetsFormula(int n, int expected)",public,False,False,void,"['int n', 'int expected']"
1801,Question015Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question015Test.cs,function,GetSampleData,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question015Test,public static IEnumerable<object[]> GetSampleData(),public,True,False,IEnumerable<object[]>,['']
1802,Question015Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question015Test.cs,function,GetNthFibUsingBinetsFormula,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question015Test,public int GetNthFibUsingBinetsFormula(int n),public,False,False,int,['int n']
1803,Question015Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question015Test.cs,function,GetNthFib,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question015Test,public int GetNthFib(int n),public,False,False,int,['int n']
1804,Question016Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question016Test.cs,namespace,Demo.LearnByDoing.Tests.InterviewCake,4.0,155.0,151.0,"['public class Question016Test', 'internal class Question016', 'public class CakeType']",3.0,,,,,,,,,,,
1805,Question016Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question016Test.cs,class,Question016Test,9.0,52.0,43.0,,,Demo.LearnByDoing.Tests.InterviewCake,"['public', 'class', 'Question016Test']","['public void TestSampleCases(double expected, CakeType[] cakeTypes, int capacity)', 'public static IEnumerable<object[]> GetSampleCases()']",2.0,,,,,,,
1806,Question016Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question016Test.cs,function,TestSampleCases,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question016Test,"public void TestSampleCases(double expected, CakeType[] cakeTypes, int capacity)",public,False,False,void,"['double expected', 'CakeType[] cakeTypes', 'int capacity']"
1807,Question016Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question016Test.cs,function,GetSampleCases,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question016Test,public static IEnumerable<object[]> GetSampleCases(),public,True,False,IEnumerable<object[]>,['']
1808,Question016Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question016Test.cs,class,CakeType,143.0,154.0,11.0,,,Demo.LearnByDoing.Tests.InterviewCake,"['public', 'class', 'CakeType']","['public CakeType(int weight, long value)']",1.0,,,,,,,
1809,Question016Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question016Test.cs,function,CakeType,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,CakeType,"public CakeType(int weight, long value)",public,False,False,void,"['int weight', 'long value']"
1810,Question019Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question019Test.cs,namespace,Demo.LearnByDoing.Tests.InterviewCake,4.0,84.0,80.0,"['public class Question019Test', 'public class QueueWithTwoStacks']",2.0,,,,,,,,,,,
1811,Question019Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question019Test.cs,class,Question019Test,12.0,49.0,37.0,,,Demo.LearnByDoing.Tests.InterviewCake,"['public', 'class', 'Question019Test']","['public static IEnumerable<object[]> GetSampleCases()', 'public void TestSampleCases(int[] input)', 'public void TestOneOffCases()']",3.0,,,,,,,
1812,Question019Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question019Test.cs,function,GetSampleCases,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question019Test,public static IEnumerable<object[]> GetSampleCases(),public,True,False,IEnumerable<object[]>,['']
1813,Question019Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question019Test.cs,function,TestSampleCases,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question019Test,public void TestSampleCases(int[] input),public,False,False,void,['int[] input']
1814,Question019Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question019Test.cs,function,TestOneOffCases,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question019Test,public void TestOneOffCases(),public,False,False,void,['']
1815,Question019Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question019Test.cs,class,QueueWithTwoStacks,50.0,83.0,33.0,,,Demo.LearnByDoing.Tests.InterviewCake,"['public', 'class', 'QueueWithTwoStacks']","['public void Enqueue(int value)', 'public int Dequeue()', 'public void EnqeueRange(int[] input)', 'public int[] DequeueAll()']",4.0,,,,,,,
1816,Question019Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question019Test.cs,function,Enqueue,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,QueueWithTwoStacks,public void Enqueue(int value),public,False,False,void,['int value']
1817,Question019Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question019Test.cs,function,Dequeue,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,QueueWithTwoStacks,public int Dequeue(),public,False,False,int,['']
1818,Question019Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question019Test.cs,function,EnqeueRange,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,QueueWithTwoStacks,public void EnqeueRange(int[] input),public,False,False,void,['int[] input']
1819,Question019Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question019Test.cs,function,DequeueAll,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,QueueWithTwoStacks,public int[] DequeueAll(),public,False,False,int[],['']
1820,Question020Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question020Test.cs,namespace,Demo.LearnByDoing.Tests.InterviewCake,3.0,101.0,98.0,"['/// Use the built-in Stack class to implement a new class MaxStack with a method GetMax()', 'public class Question020Test', 'public class MaxStack']",3.0,,,,,,,,,,,
1821,Question020Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question020Test.cs,class,Question020Test,15.0,58.0,43.0,,,Demo.LearnByDoing.Tests.InterviewCake,"['public', 'class', 'Question020Test']","['public static IEnumerable<object[]> GetAllPushCases()', 'public void TestAllPushes(int[] input, int expected)', 'public void TestPushPop()']",3.0,,,,,,,
1822,Question020Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question020Test.cs,function,GetAllPushCases,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question020Test,public static IEnumerable<object[]> GetAllPushCases(),public,True,False,IEnumerable<object[]>,['']
1823,Question020Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question020Test.cs,function,TestAllPushes,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question020Test,"public void TestAllPushes(int[] input, int expected)",public,False,False,void,"['int[] input', 'int expected']"
1824,Question020Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question020Test.cs,function,TestPushPop,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question020Test,public void TestPushPop(),public,False,False,void,['']
1825,Question020Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question020Test.cs,class,MaxStack,59.0,100.0,41.0,,,Demo.LearnByDoing.Tests.InterviewCake,"['public', 'class', 'MaxStack']","['public int Push(int value)', 'public int Pop()', 'public int GetMax()']",3.0,,,,,,,
1826,Question020Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question020Test.cs,function,Push,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,MaxStack,public int Push(int value),public,False,False,int,['int value']
1827,Question020Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question020Test.cs,function,Pop,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,MaxStack,public int Pop(),public,False,False,int,['']
1828,Question020Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question020Test.cs,function,GetMax,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,MaxStack,public int GetMax(),public,False,False,int,['']
1829,Question021Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question021Test.cs,namespace,Demo.LearnByDoing.Tests.InterviewCake,5.0,102.0,97.0,['public class Question021Test'],1.0,,,,,,,,,,,
1830,Question021Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question021Test.cs,class,Question021Test,20.0,101.0,81.0,,,Demo.LearnByDoing.Tests.InterviewCake,"['public', 'class', 'Question021Test']","['public void TestSampleCases(int expected, int[] deliveryIdConfirmations)', 'public void TestSampleCasesUsingLinq(int expected, int[] deliveryIdConfirmations)', 'public void TestSampleCasesUsingHashtable(int expected, int[] deliveryIdConfirmations)', 'public static IEnumerable<object[]> GetSampleData()', 'private int FindUniqueIntegerUsingHashtable(int[] deliveryIdConfirmations)', 'private int FindUniqueIntegerUsingLinq(int[] deliveryIdConfirmations)', 'private int FindUniqueInteger(int[] deliveryIdConfirmations)']",7.0,,,,,,,
1831,Question021Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question021Test.cs,function,TestSampleCases,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question021Test,"public void TestSampleCases(int expected, int[] deliveryIdConfirmations)",public,False,False,void,"['int expected', 'int[] deliveryIdConfirmations']"
1832,Question021Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question021Test.cs,function,TestSampleCasesUsingLinq,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question021Test,"public void TestSampleCasesUsingLinq(int expected, int[] deliveryIdConfirmations)",public,False,False,void,"['int expected', 'int[] deliveryIdConfirmations']"
1833,Question021Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question021Test.cs,function,TestSampleCasesUsingHashtable,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question021Test,"public void TestSampleCasesUsingHashtable(int expected, int[] deliveryIdConfirmations)",public,False,False,void,"['int expected', 'int[] deliveryIdConfirmations']"
1834,Question021Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question021Test.cs,function,GetSampleData,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question021Test,public static IEnumerable<object[]> GetSampleData(),public,True,False,IEnumerable<object[]>,['']
1835,Question021Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question021Test.cs,function,FindUniqueIntegerUsingHashtable,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question021Test,private int FindUniqueIntegerUsingHashtable(int[] deliveryIdConfirmations),private,False,False,int,['int[] deliveryIdConfirmations']
1836,Question021Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question021Test.cs,function,FindUniqueIntegerUsingLinq,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question021Test,private int FindUniqueIntegerUsingLinq(int[] deliveryIdConfirmations),private,False,False,int,['int[] deliveryIdConfirmations']
1837,Question021Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question021Test.cs,function,FindUniqueInteger,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question021Test,private int FindUniqueInteger(int[] deliveryIdConfirmations),private,False,False,int,['int[] deliveryIdConfirmations']
1838,Question022Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question022Test.cs,namespace,Demo.LearnByDoing.Tests.InterviewCake,2.0,70.0,68.0,"['public class Question022Test', 'class LinkedListNode']",2.0,,,,,,,,,,,
1839,Question022Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question022Test.cs,class,Question022Test,9.0,57.0,48.0,,,Demo.LearnByDoing.Tests.InterviewCake,"['public', 'class', 'Question022Test']","['public void TestSampleCase()', 'private void DeleteNode(LinkedListNode head, LinkedListNode nodeToDelete)']",2.0,,,,,,,
1840,Question022Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question022Test.cs,function,TestSampleCase,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question022Test,public void TestSampleCase(),public,False,False,void,['']
1841,Question022Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question022Test.cs,function,DeleteNode,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question022Test,"private void DeleteNode(LinkedListNode head, LinkedListNode nodeToDelete)",private,False,False,void,"['LinkedListNode head', 'LinkedListNode nodeToDelete']"
1842,Question023Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question023Test.cs,namespace,Demo.LearnByDoing.Tests.InterviewCake,3.0,131.0,128.0,"['public class Question023Test', 'public class LinkedListNode']",2.0,,,,,,,,,,,
1843,Question023Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question023Test.cs,class,Question023Test,15.0,129.0,114.0,,,Demo.LearnByDoing.Tests.InterviewCake,"['public', 'class', 'Question023Test']","['public void TestForCycleInTheMiddle()', 'public void TestForCycleInTheBeginning()', 'public bool ContainsCycleUsingAnswer(LinkedListNode head)', 'public bool ContainsCycle(LinkedListNode head)', 'public bool ContainsCycleWithSet(LinkedListNode head)', 'public LinkedListNode(int value)']",6.0,,,,,,,
1844,Question023Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question023Test.cs,function,TestForCycleInTheMiddle,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question023Test,public void TestForCycleInTheMiddle(),public,False,False,void,['']
1845,Question023Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question023Test.cs,function,TestForCycleInTheBeginning,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question023Test,public void TestForCycleInTheBeginning(),public,False,False,void,['']
1846,Question023Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question023Test.cs,function,ContainsCycleUsingAnswer,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question023Test,public bool ContainsCycleUsingAnswer(LinkedListNode head),public,False,False,bool,['LinkedListNode head']
1847,Question023Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question023Test.cs,function,ContainsCycle,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question023Test,public bool ContainsCycle(LinkedListNode head),public,False,False,bool,['LinkedListNode head']
1848,Question023Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question023Test.cs,function,ContainsCycleWithSet,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question023Test,public bool ContainsCycleWithSet(LinkedListNode head),public,False,False,bool,['LinkedListNode head']
1849,Question023Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question023Test.cs,function,LinkedListNode,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question023Test,public LinkedListNode(int value),public,False,False,void,['int value']
1850,Question023Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question023Test.cs,class,LinkedListNode,118.0,128.0,10.0,,,Demo.LearnByDoing.Tests.InterviewCake,"['public', 'class', 'LinkedListNode']",['public LinkedListNode(int value)'],1.0,,,,,,,
1851,Question023Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question023Test.cs,function,LinkedListNode,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,LinkedListNode,public LinkedListNode(int value),public,False,False,void,['int value']
1852,Question024Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question024Test.cs,namespace,Demo.LearnByDoing.Tests.InterviewCake,7.0,103.0,96.0,"[""/// Here's a sample linked list node class:"", '/// public class LinkedListNode', 'public class Question024Test', 'public class LinkedListNode']",4.0,,,,,,,,,,,
1853,Question024Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question024Test.cs,class,Question024Test,34.0,102.0,68.0,,,Demo.LearnByDoing.Tests.InterviewCake,"['public', 'class', 'Question024Test']","['public void TestReverse()', 'public void TestEdgeCases()', 'private LinkedListNode ReverseLinkedList(LinkedListNode head)', 'public LinkedListNode(int value)', 'public IEnumerable<int> Traverse()']",5.0,,,,,,,
1854,Question024Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question024Test.cs,function,TestReverse,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question024Test,public void TestReverse(),public,False,False,void,['']
1855,Question024Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question024Test.cs,function,TestEdgeCases,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question024Test,public void TestEdgeCases(),public,False,False,void,['']
1856,Question024Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question024Test.cs,function,ReverseLinkedList,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question024Test,private LinkedListNode ReverseLinkedList(LinkedListNode head),private,False,False,LinkedListNode,['LinkedListNode head']
1857,Question024Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question024Test.cs,function,LinkedListNode,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question024Test,public LinkedListNode(int value),public,False,False,void,['int value']
1858,Question024Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question024Test.cs,function,Traverse,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question024Test,public IEnumerable<int> Traverse(),public,False,False,IEnumerable<int>,['']
1859,Question024Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question024Test.cs,class,LinkedListNode,81.0,101.0,20.0,,,Demo.LearnByDoing.Tests.InterviewCake,"['public', 'class', 'LinkedListNode']","['public LinkedListNode(int value)', 'public IEnumerable<int> Traverse()']",2.0,,,,,,,
1860,Question024Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question024Test.cs,function,LinkedListNode,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,LinkedListNode,public LinkedListNode(int value),public,False,False,void,['int value']
1861,Question024Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question024Test.cs,function,Traverse,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,LinkedListNode,public IEnumerable<int> Traverse(),public,False,False,IEnumerable<int>,['']
1862,Question025Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question025Test.cs,namespace,Demo.LearnByDoing.Tests.InterviewCake,3.0,102.0,99.0,"['/// public class LinkedListNode', 'public class Question025Test', 'public class LinkedListNode']",3.0,,,,,,,,,,,
1863,Question025Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question025Test.cs,class,Question025Test,39.0,101.0,62.0,,,Demo.LearnByDoing.Tests.InterviewCake,"['public', 'class', 'Question025Test']","['public void TestSampleCase()', 'public LinkedListNode KthToLastNode(int kth, LinkedListNode head)', 'private LinkedListNode GetAheadNode(int kth, LinkedListNode head)', 'public LinkedListNode(int value)']",4.0,,,,,,,
1864,Question025Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question025Test.cs,function,TestSampleCase,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question025Test,public void TestSampleCase(),public,False,False,void,['']
1865,Question025Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question025Test.cs,function,KthToLastNode,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question025Test,"public LinkedListNode KthToLastNode(int kth, LinkedListNode head)",public,False,False,LinkedListNode,"['int kth', 'LinkedListNode head']"
1866,Question025Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question025Test.cs,function,GetAheadNode,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question025Test,"private LinkedListNode GetAheadNode(int kth, LinkedListNode head)",private,False,False,LinkedListNode,"['int kth', 'LinkedListNode head']"
1867,Question025Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question025Test.cs,function,LinkedListNode,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,Question025Test,public LinkedListNode(int value),public,False,False,void,['int value']
1868,Question025Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question025Test.cs,class,LinkedListNode,90.0,100.0,10.0,,,Demo.LearnByDoing.Tests.InterviewCake,"['public', 'class', 'LinkedListNode']",['public LinkedListNode(int value)'],1.0,,,,,,,
1869,Question025Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question025Test.cs,function,LinkedListNode,,,,,,Demo.LearnByDoing.Tests.InterviewCake,,,,LinkedListNode,public LinkedListNode(int value),public,False,False,void,['int value']
1870,Question026Test.cs,.\cs_code\Demo.LearnByDoing-5afb7d3fae028348316b4ede0c8d969d9c1fe84c\Demo.LearnByDoing.Tests\InterviewCake\Question026Test.cs,namespace,Demo.LearnByDoing.Tests.InterviewCake,3.0,79.0,76.0,"['public class Question026Test', 'public class StringReverser']",2.0,,,,,,,,,,,
